ID,X,Y,Channel,UF,Connected EDs
201,36.24,27.62,0,0.01,68
200,-4.59,-16.87,1,0.01,87
202,-48.72,5.53,2,0.00,45
95,-6.35,45.86,3200,201,46.34,7
96,26.49,19.91,16000,201,12.44,7
97,18.58,-11.62,3200,200,23.75,7
98,44.31,41.63,3200,201,16.16,7
99,-29.65,29.37,4000,202,30.53,7
100,-20.27,40.49,3200,202,45.08,7
101,37.40,-0.19,4000,201,27.83,7
102,-33.72,-22.61,3200,200,29.70,7
103,-0.76,-3.63,3200,200,13.78,7
104,-0.40,-20.89,16000,200,5.81,7
105,18.42,22.76,16000,201,18.48,7
106,10.31,-0.76,3200,200,21.94,7
107,22.43,-32.18,16000,200,31.05,7
108,-0.15,-37.87,16000,200,21.47,7
109,-13.96,-17.52,3200,200,9.39,7
110,40.85,12.21,3200,201,16.09,7
111,31.81,-0.39,8000,201,28.36,7
112,-10.57,15.88,4000,200,33.29,7
113,-24.11,-34.88,16000,200,26.56,7
114,-39.22,14.72,8000,202,13.22,7
115,-21.17,-16.86,16000,200,16.59,7
116,-7.27,43.45,4000,201,46.30,7
117,-23.45,15.87,3200,202,27.30,7
118,-1.26,-34.27,3200,200,17.72,7
119,12.57,1.77,16000,200,25.33,7
120,5.76,-7.38,3200,200,14.04,7
121,-10.56,-25.57,8000,200,10.55,7
122,22.94,13.87,3200,201,19.14,7
123,-16.18,39.76,16000,202,47.23,7
124,-8.92,-49.46,3200,200,32.88,7
125,27.44,-20.63,16000,200,32.25,7
126,36.55,22.10,16000,201,5.53,7
127,-5.09,48.65,4000,201,46.37,7
128,-28.91,-2.61,3200,202,21.42,7
129,-40.61,-40.04,8000,200,42.83,7
130,-19.82,15.71,3200,202,30.64,7
131,-36.83,-44.85,16000,200,42.69,7
132,-4.23,28.09,4000,201,40.47,7
133,-5.74,-38.09,4000,200,21.25,7
134,7.86,2.99,4000,200,23.44,7
135,-13.81,-19.57,3200,200,9.61,7
136,-2.34,-33.02,4000,200,16.31,7
137,2.57,11.89,4000,200,29.64,7
138,-26.63,32.98,16000,202,35.23,7
139,-40.12,42.37,16000,202,37.83,7
140,-1.83,-27.45,3200,200,10.94,7
141,-20.92,-14.28,3200,200,16.53,7
142,-15.57,31.49,4000,202,42.10,7
143,-46.37,-24.25,3200,202,29.88,7
144,12.60,33.61,8000,201,24.39,7
145,-27.90,-30.20,4000,200,26.85,7
146,-39.03,17.46,3200,202,15.37,7
147,21.95,-29.96,8000,200,29.59,7
148,-18.43,-6.60,16000,200,17.24,7
149,-11.43,3.28,16000,200,21.28,7
150,5.54,-48.54,8000,200,33.25,7
151,-11.78,-19.46,4000,200,7.65,7
152,-23.96,14.97,4000,202,26.50,7
153,41.96,18.60,3200,201,10.68,7
154,19.78,-18.80,4000,200,24.45,7
155,-49.40,3.30,3200,202,2.34,7
156,11.84,14.27,4000,201,27.81,7
157,-9.93,-13.78,4000,200,6.17,7
158,30.19,17.78,16000,201,11.55,7
159,-46.71,-43.64,4000,202,49.22,7
160,-31.24,11.90,4000,202,18.61,7
161,6.78,-49.89,16000,200,34.92,7
162,-19.48,-23.84,4000,200,16.44,7
163,35.76,-31.88,8000,200,43.05,7
164,16.73,37.90,4000,201,22.05,7
165,-18.68,38.50,16000,202,44.61,7
166,-34.29,0.35,3200,202,15.34,7
167,17.57,40.42,16000,201,22.64,7
168,-10.55,20.61,3200,200,37.95,7
169,4.74,23.90,3200,201,31.72,7
170,-26.69,42.66,4000,202,43.17,7
171,43.34,-0.56,4000,201,29.06,7
172,43.91,29.96,3200,201,8.02,7
173,9.45,15.72,3200,201,29.32,7
174,43.59,-17.55,3200,201,45.76,7
175,8.92,13.78,3200,201,30.64,7
176,27.54,29.49,8000,201,8.90,7
177,10.44,-2.94,16000,200,20.48,7
178,29.55,36.51,3200,201,11.13,7
179,16.44,-8.75,4000,200,22.54,7
180,9.69,14.56,4000,201,29.59,7
181,-35.17,7.90,16000,202,13.76,7
182,20.09,1.82,3200,201,30.45,7
183,1.50,-38.74,8000,200,22.70,7
184,1.03,-45.15,3200,200,28.84,7
185,-11.53,13.77,8000,200,31.41,7
186,-35.60,-8.69,16000,202,19.35,7
187,-9.32,-48.25,4000,200,31.74,7
188,7.37,31.29,4000,201,29.10,7
189,-5.33,-2.26,3200,200,14.62,7
190,-44.13,-42.57,4000,200,47.16,7
191,9.73,-27.74,16000,200,17.98,7
192,13.02,42.35,4000,201,27.50,7
193,-3.71,-6.14,3200,200,10.76,7
194,45.27,44.89,3200,201,19.48,7
195,26.70,-16.64,4000,200,31.29,7
196,-28.09,-2.24,3200,202,22.06,7
197,-3.38,38.43,3200,201,41.07,7
198,-31.62,-4.20,3200,202,19.68,7
199,26.64,40.48,8000,201,16.04,7
